Sat Aug 15 05:19:11 IST 2020,1294420835722240001,NEGATIVE,9423
Sat Aug 15 05:19:10 IST 2020,1294420835369811968,NEUTRAL,1
Sat Aug 15 05:19:07 IST 2020,1294420820824076288,NEUTRAL,171
Sat Aug 15 05:19:06 IST 2020,1294420816474656774,NEUTRAL,19843
Sat Aug 15 05:19:02 IST 2020,1294420798904471552,NEUTRAL,0
Sat Aug 15 05:18:57 IST 2020,1294420778314690560,NEGATIVE,9423
Sat Aug 15 05:18:52 IST 2020,1294420758781931525,NEGATIVE,9423
Sat Aug 15 05:18:51 IST 2020,1294420753908146178,NEUTRAL,19843
Sat Aug 15 05:18:50 IST 2020,1294420750095581186,NEGATIVE,9423
Sat Aug 15 05:18:42 IST 2020,1294420715798634496,NEUTRAL,0
Sat Aug 15 05:18:38 IST 2020,1294420698589532166,NEUTRAL,10
Sat Aug 15 05:18:31 IST 2020,1294420669011316739,NEUTRAL,2
Sat Aug 15 05:18:31 IST 2020,1294420668465831936,NEGATIVE,9423
Sat Aug 15 05:18:27 IST 2020,1294420653718765569,NEUTRAL,46
Sat Aug 15 05:18:24 IST 2020,1294420641228173313,NEUTRAL,0
Sat Aug 15 05:18:20 IST 2020,1294420621611368448,NEUTRAL,2
Sat Aug 15 05:18:18 IST 2020,1294420616590893056,NEUTRAL,31
Sat Aug 15 05:18:12 IST 2020,1294420590737133569,NEUTRAL,0
Sat Aug 15 05:18:10 IST 2020,1294420582457581573,NEUTRAL,19843
Sat Aug 15 05:18:09 IST 2020,1294420578846220289,NEUTRAL,0
Sat Aug 15 05:18:08 IST 2020,1294420573267865612,NEUTRAL,38
Sat Aug 15 05:17:59 IST 2020,1294420534520881152,POSITIVE,7
Sat Aug 15 05:17:58 IST 2020,1294420529609408514,NEUTRAL,0
Sat Aug 15 05:17:57 IST 2020,1294420526446903300,NEUTRAL,19843
Sat Aug 15 05:17:55 IST 2020,1294420518611951617,NEUTRAL,1092
Sat Aug 15 05:17:55 IST 2020,1294420518288990208,VERY_NEGATIVE,0
Sat Aug 15 05:17:52 IST 2020,1294420506477617153,NEUTRAL,0
Sat Aug 15 05:17:51 IST 2020,1294420501838860294,NEUTRAL,19843
Sat Aug 15 05:17:51 IST 2020,1294420500979101697,NEGATIVE,9423
Sat Aug 15 05:17:49 IST 2020,1294420492204605442,NEGATIVE,9423
Sat Aug 15 05:17:46 IST 2020,1294420480670289923,NEUTRAL,0
Sat Aug 15 05:17:45 IST 2020,1294420478698954759,NEUTRAL,0
Sat Aug 15 05:17:37 IST 2020,1294420441378033665,NEUTRAL,31
Sat Aug 15 05:17:33 IST 2020,1294420428052525056,NEUTRAL,152
Sat Aug 15 05:17:27 IST 2020,1294420402954010625,NEGATIVE,9423
Sat Aug 15 05:17:24 IST 2020,1294420387342823428,NEUTRAL,19843
Sat Aug 15 05:17:21 IST 2020,1294420378152865794,NEUTRAL,0
Sat Aug 15 05:17:21 IST 2020,1294420377989525504,NEUTRAL,0
Sat Aug 15 05:17:18 IST 2020,1294420364026617857,NEGATIVE,9423
Sat Aug 15 05:17:18 IST 2020,1294420361489125377,NEUTRAL,19843
Sat Aug 15 05:17:16 IST 2020,1294420353436000257,NEGATIVE,9423
Sat Aug 15 05:17:12 IST 2020,1294420336985829376,POSITIVE,0
Sat Aug 15 05:17:11 IST 2020,1294420332581797888,NEUTRAL,0
Sat Aug 15 05:17:10 IST 2020,1294420328412848128,NEGATIVE,0
Sat Aug 15 05:17:09 IST 2020,1294420326873313280,POSITIVE,0
Sat Aug 15 05:17:08 IST 2020,1294420320904867840,NEUTRAL,0
Sat Aug 15 05:17:07 IST 2020,1294420316358234113,NEUTRAL,1
Sat Aug 15 05:17:06 IST 2020,1294420314118664192,NEUTRAL,0
Sat Aug 15 05:16:57 IST 2020,1294420276231303168,NEUTRAL,0
Sat Aug 15 05:16:54 IST 2020,1294420261140344835,NEUTRAL,40
Sat Aug 15 05:16:51 IST 2020,1294420251376062464,NEGATIVE,9423
Sat Aug 15 05:16:50 IST 2020,1294420247756378112,NEGATIVE,0
Sat Aug 15 05:16:50 IST 2020,1294420247185891332,NEGATIVE,0
Sat Aug 15 05:16:49 IST 2020,1294420241645047808,NEGATIVE,9423
Sat Aug 15 05:16:49 IST 2020,1294420241196314625,POSITIVE,0
Sat Aug 15 05:16:46 IST 2020,1294420228458164225,NEGATIVE,0
Sat Aug 15 05:16:45 IST 2020,1294420225706864647,NEUTRAL,0
Sat Aug 15 05:16:42 IST 2020,1294420211194564609,NEUTRAL,93
Sat Aug 15 05:16:40 IST 2020,1294420205410582530,NEUTRAL,19843
Sat Aug 15 05:16:36 IST 2020,1294420189321322496,NEUTRAL,0
Sat Aug 15 05:16:32 IST 2020,1294420171126448129,NEGATIVE,9423
Sat Aug 15 05:16:32 IST 2020,1294420170274791424,NEGATIVE,9
Sat Aug 15 05:16:31 IST 2020,1294420166579814400,NEUTRAL,0
Sat Aug 15 05:16:27 IST 2020,1294420148233932800,NEUTRAL,19843
Sat Aug 15 05:16:24 IST 2020,1294420138817728512,NEUTRAL,7
Sat Aug 15 05:16:22 IST 2020,1294420128189169665,NEUTRAL,0
Sat Aug 15 05:16:19 IST 2020,1294420116084535297,NEUTRAL,0
Sat Aug 15 05:16:16 IST 2020,1294420104013373440,NEUTRAL,0
